month,sales_mkwh,state,sector,consumers,price,revenue,use_per_capita,region,cooling_days,heating_days,COM,RES,time,year,mon,season,date,num_days,num_hols,pct_weekdays,y,hot,cold,wind
201702,1832.56661,WI,COM,349833.0,10.86,19901.6733846,5238.4040670834365,ENC,0.0,775.54294607,1,0,110,2017,2,winter,2017-02-01,28,9,0.6785714285714286,187.08585953869417,0.0,10.0,0.0
201701,2026.74335,WI,COM,352053.0,10.53,21341.607475499997,5756.926797953717,ENC,0.0,1081.3417473,1,0,109,2017,1,winter,2017-01-01,31,11,0.6451612903225806,185.70731606302314,0.0,19.0,0.0
201612,2029.43362,WI,COM,350845.0,10.46,21227.8756652,5784.416537217289,ENC,0.0,1165.6490142,1,0,108,2016,12,winter,2016-12-01,31,10,0.6774193548387097,186.59408184571902,0.0,31.0,0.0
201611,1809.33009,WI,COM,349889.0,10.59,19160.8056531,5171.154537581919,ENC,0.0,581.85706915,1,0,107,2016,11,fall,2016-11-01,30,10,0.6666666666666667,172.3718179193973,0.0,2.0,1.0
201610,1928.86509,WI,COM,350802.0,10.63,20503.835906700002,5498.443823011271,ENC,18.753234701,285.05238062,1,0,106,2016,10,fall,2016-10-01,31,11,0.6451612903225806,177.36915558100876,0.0,0.0,0.0
201609,2031.86757,WI,COM,353526.0,10.72,21781.6203504,5747.43461584155,ENC,130.91651466,40.429503764,1,0,105,2016,9,fall,2016-09-01,30,9,0.7,191.581153861385,0.0,0.0,5.0
201608,2305.81843,WI,COM,347727.0,10.91,25156.479071299997,6631.1170257127,ENC,296.76783273,5.00613332,1,0,104,2016,8,summer,2016-08-01,31,8,0.7419354838709677,213.90700082944193,0.0,0.0,9.0
201607,2191.1135,WI,COM,349234.0,11.16,24452.82666,6274.055504332338,ENC,276.68068737,2.4542045975,1,0,103,2016,7,summer,2016-07-01,31,11,0.6451612903225806,202.38888723652704,11.0,0.0,21.0
201606,2097.41474,WI,COM,348771.0,11.3,23700.786562000005,6013.730327349465,ENC,187.82381387,25.175263219,1,0,102,2016,6,summer,2016-06-01,30,8,0.7333333333333334,200.45767757831553,0.0,0.0,14.0
201605,1858.8289,WI,COM,347205.0,10.9,20261.23501,5353.692775161648,ENC,42.414906868,221.31548033,1,0,101,2016,5,spring,2016-05-01,31,10,0.6774193548387097,172.6997669406983,0.0,1.0,10.0
201604,1791.50102,WI,COM,349372.0,10.66,19097.4008732,5127.7750363509385,ENC,0.68949354195,506.15932547,1,0,100,2016,4,spring,2016-04-01,30,9,0.7,170.92583454503128,0.0,6.0,2.0
201603,1925.04986,WI,COM,348922.0,10.64,20482.530510400004,5517.135233662538,ENC,3.4719463173,669.56856206,1,0,99,2016,3,spring,2016-03-01,31,8,0.7419354838709677,177.97210431169478,0.0,10.0,3.0
201602,1902.07825,WI,COM,346478.0,10.62,20200.071014999998,5489.751874577895,ENC,0.0,956.81860257,1,0,98,2016,2,winter,2016-02-01,29,9,0.6896551724137931,189.30178877854812,0.0,19.0,2.0
201601,2012.78693,WI,COM,349176.0,10.53,21194.6463729,5764.390822966068,ENC,0.0,1241.2692816,1,0,97,2016,1,winter,2016-01-01,31,12,0.6129032258064516,185.94809106342157,0.0,11.0,0.0
201512,1889.67322,WI,COM,349314.0,10.5,19841.56881,5409.669294674705,ENC,1.5513179753,774.68330237,1,0,96,2015,12,winter,2015-12-01,31,9,0.7096774193548387,174.50546111853888,0.0,9.0,6.0
201511,1831.66443,WI,COM,346994.0,10.47,19177.526582100003,5278.663118094261,ENC,0.0,603.11240004,1,0,95,2015,11,fall,2015-11-01,30,11,0.6333333333333333,175.9554372698087,0.0,6.0,3.0
201510,1889.52797,WI,COM,347410.0,10.95,20690.3312715,5438.899196914309,ENC,7.2139665783,365.35602053,1,0,94,2015,10,fall,2015-10-01,31,10,0.6774193548387097,175.44836119078417,0.0,0.0,0.0
201509,2063.36046,WI,COM,348398.0,11.3,23315.973198,5922.423377860951,ENC,127.19172861,38.696850394,1,0,93,2015,9,fall,2015-09-01,30,9,0.7,197.41411259536505,0.0,0.0,3.0
201508,2113.43564,WI,COM,347807.0,11.25,23776.150950000003,6076.460910792481,ENC,169.41725561,24.349183582,1,0,92,2015,8,summer,2015-08-01,31,10,0.6774193548387097,196.01486809008003,0.0,0.0,5.0
201507,2179.15921,WI,COM,348162.0,11.16,24319.416783599998,6259.038062740908,ENC,202.10381208,11.613636646,1,0,91,2015,7,summer,2015-07-01,31,9,0.7096774193548387,201.90445363680348,0.0,0.0,13.0
201506,2023.23576,WI,COM,346523.0,11.45,23166.049452,5838.676682355861,ENC,138.82491058,44.597745078,1,0,90,2015,6,summer,2015-06-01,30,8,0.7333333333333334,194.6225560785287,0.0,0.0,8.0
201505,1856.37896,WI,COM,346484.0,10.92,20271.6582432,5357.762436360697,ENC,81.826888485,158.78128207,1,0,89,2015,5,spring,2015-05-01,31,11,0.6451612903225806,172.83104633421604,0.0,0.0,3.0
201504,1802.18473,WI,COM,347886.0,10.76,19391.5076948,5180.388776783199,ENC,1.1072376702,454.41586446,1,0,88,2015,4,spring,2015-04-01,30,8,0.7333333333333334,172.67962589277332,0.0,4.0,1.0
201503,1937.2755,WI,COM,346248.0,10.73,20786.966115,5595.051812573646,ENC,0.0,951.33460952,1,0,87,2015,3,spring,2015-03-01,31,9,0.7096774193548387,180.48554234108536,0.0,6.0,0.0
201502,1888.04406,WI,COM,345731.0,10.65,20107.669239,5461.02044653213,ENC,0.0,1404.75548,1,0,86,2015,2,winter,2015-02-01,28,9,0.6785714285714286,195.03644451900465,0.0,10.0,0.0
201501,2040.16302,WI,COM,348455.0,10.47,21360.5068194,5854.882323399004,ENC,0.0,1333.8385652,1,0,85,2015,1,winter,2015-01-01,31,11,0.6451612903225806,188.86717172254853,0.0,18.0,0.0
201412,1986.3903,WI,COM,347938.0,10.58,21016.009374,5709.0352304146145,ENC,0.0,1009.4675911,1,0,84,2014,12,winter,2014-12-01,31,9,0.7096774193548387,184.16242678756822,0.0,7.0,0.0
201411,1909.90637,WI,COM,345526.0,10.62,20283.2056494,5527.533007646313,ENC,0.0,936.63288941,1,0,83,2014,11,fall,2014-11-01,30,12,0.6,184.25110025487712,0.0,22.0,0.0
201410,1903.25023,WI,COM,346754.0,10.53,20041.2249219,5488.76214838185,ENC,2.6654481772,418.2107397,1,0,82,2014,10,fall,2014-10-01,31,9,0.7096774193548387,177.05684349618872,0.0,0.0,5.0
201409,1948.42659,WI,COM,346927.0,11.22,21861.346339800002,5616.243734272628,ENC,46.485006661,119.54996807,1,0,81,2014,9,fall,2014-09-01,30,9,0.7,187.20812447575426,0.0,0.0,4.0
201408,2156.26685,WI,COM,346515.0,11.02,23762.060686999997,6222.722970145593,ENC,197.11105007,19.463713713,1,0,80,2014,8,summer,2014-08-01,31,10,0.6774193548387097,200.7329990369546,0.0,0.0,9.0
201407,2112.2608,WI,COM,346694.0,11.16,23572.830528000002,6092.579623529683,ENC,133.12144568,29.387109474,1,0,79,2014,7,summer,2014-07-01,31,9,0.7096774193548387,196.53482656547365,1.0,0.0,8.0
201406,2012.70244,WI,COM,345493.0,11.31,22763.6645964,5825.595424509324,ENC,176.01012012,27.030583563,1,0,78,2014,6,summer,2014-06-01,30,9,0.7,194.1865141503108,0.0,0.0,20.0
201405,1840.16621,WI,COM,345818.0,10.87,20002.6067027,5321.198462775217,ENC,53.58081889,204.75948756,1,0,77,2014,5,spring,2014-05-01,31,10,0.6774193548387097,171.65156331532958,0.0,0.0,3.0
201404,1844.59893,WI,COM,345041.0,10.69,19718.7625617,5346.028240122188,ENC,0.5575310055,495.97002701,1,0,76,2014,4,spring,2014-04-01,30,8,0.7333333333333334,178.20094133740628,0.0,16.0,2.0
201403,2011.64427,WI,COM,343808.0,10.4,20921.100408000002,5851.068823296724,ENC,0.0,1094.3233084,1,0,75,2014,3,spring,2014-03-01,31,10,0.6774193548387097,188.7441555902169,0.0,8.0,1.0
201402,1942.57251,WI,COM,344369.0,10.55,20494.1399805,5640.962194622629,ENC,0.0,1322.5735318,1,0,74,2014,2,winter,2014-02-01,28,9,0.6785714285714286,201.46293552223673,0.0,17.0,2.0
201401,2089.3085,WI,COM,345887.0,10.24,21394.519040000003,6040.436616582872,ENC,0.0,1518.0523247,1,0,73,2014,1,winter,2014-01-01,31,10,0.6774193548387097,194.85279408331846,0.0,44.0,0.0
201312,2042.15989,WI,COM,342846.0,10.05,20523.7068945,5956.493265197785,ENC,0.0,1227.5510459,1,0,72,2013,12,winter,2013-12-01,31,10,0.6774193548387097,192.14494403863824,0.0,21.0,0.0
201311,1829.75999,WI,COM,341546.0,10.62,19432.051093799997,5357.287129698489,ENC,0.0,836.92815832,1,0,71,2013,11,fall,2013-11-01,30,11,0.6333333333333333,178.57623765661629,0.0,3.0,3.0
201310,1975.82921,WI,COM,341966.0,10.79,21319.1971759,5777.8527982314035,ENC,5.431038422,392.48767638,1,0,70,2013,10,fall,2013-10-01,31,9,0.7096774193548387,186.3823483300453,0.0,0.0,0.0
201309,1976.39456,WI,COM,342947.0,11.04,21819.3959424,5762.973753961983,ENC,72.443312456,88.742396649,1,0,69,2013,9,fall,2013-09-01,30,10,0.6666666666666667,192.0991251320661,0.0,0.0,2.0
201308,2183.2351,WI,COM,341654.0,11.34,24757.886034,6390.193294970935,ENC,180.99804229,21.561393528,1,0,68,2013,8,summer,2013-08-01,31,9,0.7096774193548387,206.1352675797076,1.0,0.0,7.0
201307,2185.65858,WI,COM,341665.0,11.16,24391.9497528,6397.080707710769,ENC,217.27802411,8.4829610446,1,0,67,2013,7,summer,2013-07-01,31,9,0.7096774193548387,206.35744218421837,12.0,0.0,6.0
201306,1954.35431,WI,COM,341665.0,11.01,21517.4409531,5720.089297996576,ENC,142.13455847,40.094181045,1,0,66,2013,6,summer,2013-06-01,30,10,0.6666666666666667,190.66964326655253,0.0,0.0,10.0
201305,1890.00831,WI,COM,341875.0,10.75,20317.5893325,5528.360687385741,ENC,70.628411344,174.38150736,1,0,65,2013,5,spring,2013-05-01,31,9,0.7096774193548387,178.33421572212066,0.0,5.0,12.0
201304,1855.0054,WI,COM,340499.0,10.62,19700.157347999997,5447.90263701215,ENC,0.0,543.49107629,1,0,64,2013,4,spring,2013-04-01,30,8,0.7333333333333334,181.59675456707166,0.0,18.0,3.0
201303,1932.42143,WI,COM,339880.0,10.46,20213.1281578,5685.59912321996,ENC,0.0,1020.9415333,1,0,63,2013,3,spring,2013-03-01,31,10,0.6774193548387097,183.40642332967613,0.0,24.0,0.0
201302,1839.01228,WI,COM,340642.0,10.68,19640.651150399997,5398.665695950587,ENC,0.0,1089.4939,1,0,62,2013,2,winter,2013-02-01,28,9,0.6785714285714286,192.8094891410924,0.0,23.0,0.0
201301,1994.53396,WI,COM,342591.0,10.32,20583.5904672,5821.9099742842045,ENC,0.0,1177.8819138,1,0,61,2013,1,winter,2013-01-01,31,10,0.6774193548387097,187.803547557555,0.0,12.0,4.0
201212,1882.98907,WI,COM,341781.0,9.95,18735.741246499998,5509.34390735588,ENC,0.0,931.50958636,1,0,60,2012,12,winter,2012-12-01,31,11,0.6451612903225806,177.7207712050284,0.0,17.0,0.0
201211,1788.05279,WI,COM,343140.0,10.46,18703.032183400002,5210.855015445591,ENC,0.0,782.38791417,1,0,59,2012,11,fall,2012-11-01,30,10,0.6666666666666667,173.69516718151968,0.0,3.0,1.0
201210,1879.98312,WI,COM,342168.0,10.49,19721.0229288,5494.327698674336,ENC,1.0816383806,444.58807712,1,0,58,2012,10,fall,2012-10-01,31,9,0.7096774193548387,177.2363773765915,0.0,0.0,2.0
201209,1887.72267,WI,COM,342570.0,10.9,20576.177103,5510.4728084770995,ENC,45.807283312,119.96200634,1,0,57,2012,9,fall,2012-09-01,30,11,0.6333333333333333,183.68242694923666,0.0,0.0,5.0
201208,2156.03923,WI,COM,342255.0,10.8,23285.223684,6299.511270836072,ENC,200.43614993,18.018092066,1,0,56,2012,8,summer,2012-08-01,31,8,0.7419354838709677,203.210040994712,0.0,0.0,4.0
201207,2324.42563,WI,COM,342271.0,10.78,25057.3082914,6791.18485060084,ENC,410.28972855,0.33522346367,1,0,55,2012,7,summer,2012-07-01,31,10,0.6774193548387097,219.07047905164,28.0,0.0,11.0
201206,2047.95824,WI,COM,342259.0,10.64,21790.2756736,5983.65051028607,ENC,181.08156907,22.407474449,1,0,54,2012,6,summer,2012-06-01,30,9,0.7,199.45501700953568,4.0,0.0,10.0
201205,1873.00924,WI,COM,340835.0,10.53,19722.7872972,5495.354761101413,ENC,111.58298699,122.59661036,1,0,53,2012,5,spring,2012-05-01,31,9,0.7096774193548387,177.26950842262622,0.0,0.0,12.0
201204,1750.54189,WI,COM,341976.0,10.4,18205.635656,5118.90275925796,ENC,1.1102158561,467.35618633,1,0,52,2012,4,spring,2012-04-01,30,9,0.7,170.63009197526532,0.0,3.0,2.0
201203,1862.48285,WI,COM,340867.0,10.41,19388.446468500002,5463.957643303694,ENC,22.200032671,443.41021184,1,0,51,2012,3,spring,2012-03-01,31,9,0.7096774193548387,176.2566981710869,0.0,4.0,1.0
201202,1844.3866,WI,COM,340436.0,10.36,19107.845176,5417.719042639439,ENC,0.0,900.84350503,1,0,50,2012,2,winter,2012-02-01,29,9,0.6896551724137931,186.81789802204963,0.0,12.0,1.0
201201,1935.23559,WI,COM,342131.0,10.28,19894.221865199997,5656.41695724737,ENC,0.0,1103.5105995,1,0,49,2012,1,winter,2012-01-01,31,11,0.6451612903225806,182.46506313701195,0.0,15.0,1.0
201112,1952.11165,WI,COM,341760.0,10.19,19892.0177135,5711.9371781367045,ENC,0.0,954.62063905,1,0,48,2011,12,winter,2011-12-01,31,11,0.6451612903225806,184.25603800440982,0.0,6.0,0.0
201111,1774.73541,WI,COM,340841.0,10.3,18279.774723000002,5206.93053359191,ENC,0.0,624.52832289,1,0,47,2011,11,fall,2011-11-01,30,10,0.6666666666666667,173.56435111973033,0.0,5.0,2.0
201110,1845.72865,WI,COM,340319.0,10.36,19121.748814,5423.52513377155,ENC,4.6003504322,388.16992833,1,0,46,2011,10,fall,2011-10-01,31,11,0.6451612903225806,174.95242367005,0.0,0.0,5.0
201109,1950.61736,WI,COM,342257.0,10.71,20891.111925600002,5699.276742331055,ENC,42.050317341,128.12476165,1,0,45,2011,9,fall,2011-09-01,30,9,0.7,189.97589141103518,0.0,0.0,13.0
201108,2144.17895,WI,COM,340392.0,10.67,22878.3893965,6299.1461315189545,ENC,219.96840504,13.419863051,1,0,44,2011,8,summer,2011-08-01,31,8,0.7419354838709677,203.19826230706306,0.0,0.0,7.0
201107,2217.84254,WI,COM,341116.0,10.6,23509.130924,6501.725336835563,ENC,374.99219276,0.4578008425,1,0,43,2011,7,summer,2011-07-01,31,11,0.6451612903225806,209.73307538179236,23.0,0.0,24.0
201106,1919.34755,WI,COM,340893.0,10.89,20901.6948195,5630.351899276313,ENC,166.19851412,32.064558472,1,0,42,2011,6,summer,2011-06-01,30,8,0.7333333333333334,187.67839664254376,1.0,0.0,8.0
201105,1842.29969,WI,COM,339806.0,10.38,19123.0707822,5421.62201373725,ENC,48.40419771,215.24651041,1,0,41,2011,5,spring,2011-05-01,31,10,0.6774193548387097,174.89103270120162,0.0,2.0,8.0
201104,1712.35688,WI,COM,340383.0,10.41,17825.6351208,5030.676855189596,ENC,1.3297901259,492.72743533,1,0,40,2011,4,spring,2011-04-01,30,9,0.7,167.68922850631986,0.0,5.0,4.0
201103,1946.01789,WI,COM,340027.0,10.14,19732.621404600002,5723.1275457537195,ENC,0.41663388577,881.66023728,1,0,39,2011,3,spring,2011-03-01,31,8,0.7419354838709677,184.6170176049587,0.0,11.0,0.0
201102,1742.42116,WI,COM,338857.0,10.23,17824.9684668,5142.0544949639525,ENC,0.0,1071.6508262,1,0,38,2011,2,winter,2011-02-01,28,9,0.6785714285714286,183.64480339156972,0.0,35.0,1.0
201101,2007.31229,WI,COM,340751.0,10.11,20293.9272519,5890.847833168501,ENC,0.0,1370.8503226,1,0,37,2011,1,winter,2011-01-01,31,11,0.6451612903225806,190.02734945704842,0.0,21.0,1.0
201012,1955.30506,WI,COM,340332.0,9.71,18986.0121326,5745.287131389349,ENC,0.0,1306.2745226,1,0,36,2010,12,winter,2010-12-01,31,10,0.6774193548387097,185.33184294804352,0.0,36.0,0.0
201011,1788.59084,WI,COM,338334.0,9.87,17653.391590799998,5286.464972482813,ENC,0.0,718.97740984,1,0,35,2010,11,fall,2010-11-01,30,10,0.6666666666666667,176.21549908276043,0.0,7.0,0.0
201010,1850.56335,WI,COM,338318.0,9.9,18320.577165,5469.893266098759,ENC,8.7057631774,348.88718013,1,0,34,2010,10,fall,2010-10-01,31,11,0.6451612903225806,176.44816987415354,0.0,0.0,10.0
201009,1871.13308,WI,COM,339643.0,10.37,19403.650039599997,5509.117161254611,ENC,71.210821961,95.565561336,1,0,33,2010,9,fall,2010-09-01,30,9,0.7,183.63723870848705,0.0,0.0,10.0
201008,2228.64767,WI,COM,338211.0,10.19,22709.9197573,6589.518584552247,ENC,287.98248282,4.5034484303,1,0,32,2010,8,summer,2010-08-01,31,9,0.7096774193548387,212.56511563071766,2.0,0.0,13.0
201007,2129.10446,WI,COM,339036.0,10.35,22036.231161,6279.877240175085,ENC,313.86510132,1.1606676473,1,0,31,2010,7,summer,2010-07-01,31,10,0.6774193548387097,202.57668516693823,2.0,0.0,18.0
201006,2018.76487,WI,COM,337896.0,10.22,20631.776971400002,5974.5154426213985,ENC,200.22281687,23.041761212,1,0,30,2010,6,summer,2010-06-01,30,8,0.7333333333333334,199.1505147540466,0.0,0.0,12.0
201005,1820.58736,WI,COM,337290.0,9.95,18114.844232,5397.691482107385,ENC,72.491680146,166.34303463,1,0,29,2010,5,spring,2010-05-01,31,11,0.6451612903225806,174.11908006798018,0.0,3.0,5.0
201004,1748.35546,WI,COM,339167.0,9.83,17186.3341718,5154.851326927443,ENC,8.3008673225,326.91991348,1,0,28,2010,4,spring,2010-04-01,30,8,0.7333333333333334,171.8283775642481,0.0,2.0,3.0
201003,1866.44274,WI,COM,337761.0,9.88,18440.4542712,5525.927327311324,ENC,0.41614195011,741.88926227,1,0,27,2010,3,spring,2010-03-01,31,8,0.7419354838709677,178.25572023584917,0.0,3.0,0.0
201002,1762.99766,WI,COM,336074.0,9.82,17312.6370212,5245.861506691978,ENC,0.0,1121.9318218,1,0,26,2010,2,winter,2010-02-01,28,9,0.6785714285714286,187.35219666757067,0.0,12.0,0.0
201001,1960.62444,WI,COM,338810.0,9.6,18821.994624,5786.796257489448,ENC,0.0,1331.9213985,1,0,25,2010,1,winter,2010-01-01,31,12,0.6129032258064516,186.67084701578864,0.0,24.0,0.0
200912,1930.61371,WI,COM,338660.0,9.17,17703.7277207,5700.743252819937,ENC,0.0,1162.7045012,1,0,24,2009,12,winter,2009-12-01,31,9,0.7096774193548387,183.89494363935282,0.0,29.0,0.0
200911,1672.23344,WI,COM,336441.0,9.48,15852.7730112,4970.36163844478,ENC,0.0,609.39685491,1,0,23,2009,11,fall,2009-11-01,30,11,0.6333333333333333,165.67872128149264,0.0,0.0,0.0
200910,1848.03563,WI,COM,336683.0,9.45,17463.9367035,5488.948447055539,ENC,0.0,515.39903532,1,0,22,2009,10,fall,2009-10-01,31,10,0.6774193548387097,177.06285313082384,0.0,1.0,2.0
200909,1897.40908,WI,COM,336978.0,9.82,18632.5571656,5630.661586216311,ENC,61.850339436,94.524745299,1,0,21,2009,9,fall,2009-09-01,30,9,0.7,187.6887195405437,0.0,0.0,6.0
200908,1997.82741,WI,COM,337174.0,9.71,19398.904151100003,5925.211938049791,ENC,161.58039037,29.704209106,1,0,20,2009,8,summer,2009-08-01,31,10,0.6774193548387097,191.13586896934808,0.0,0.0,11.0
200907,1992.20593,WI,COM,337452.0,9.87,19663.072529099998,5903.672018538933,ENC,119.78592026,37.302491257,1,0,19,2009,7,summer,2009-07-01,31,9,0.7096774193548387,190.4410328560946,0.0,0.0,6.0
200906,1905.69369,WI,COM,335919.0,9.9,18866.367531,5673.075027015441,ENC,141.08981527,45.706946161,1,0,18,2009,6,summer,2009-06-01,30,8,0.7333333333333334,189.1025009005147,2.0,0.0,8.0
200905,1788.71721,WI,COM,335134.0,9.48,16957.0391508,5337.319430436781,ENC,47.859886911,216.51154464,1,0,17,2009,5,spring,2009-05-01,31,11,0.6451612903225806,172.17159453021873,0.0,0.0,3.0
200904,1708.53591,WI,COM,337742.0,9.41,16077.3229131,5058.7013459978325,ENC,0.41531342249,493.92840445,1,0,16,2009,4,spring,2009-04-01,30,8,0.7333333333333334,168.62337819992774,0.0,6.0,0.0
200903,1897.29935,WI,COM,335355.0,9.21,17474.1270135,5657.584798198924,ENC,1.0791578907,800.22995377,1,0,15,2009,3,spring,2009-03-01,31,9,0.7096774193548387,182.50273542577173,0.0,10.0,2.0
200902,1823.18856,WI,COM,335095.0,9.53,17374.9869768,5440.810993897253,ENC,0.0,1018.1970186,1,0,14,2009,2,winter,2009-02-01,28,9,0.6785714285714286,194.3146783534733,0.0,19.0,1.0
200901,2014.08607,WI,COM,338007.0,9.69,19516.4940183,5958.711121367309,ENC,0.0,1489.2275354,1,0,13,2009,1,winter,2009-01-01,31,11,0.6451612903225806,192.21648778604222,0.0,36.0,0.0
200812,1923.1144,WI,COM,336658.0,8.96,17231.105024,5712.368041157495,ENC,0.0,1234.2731676,1,0,12,2008,12,winter,2008-12-01,31,9,0.7096774193548387,184.2699368115321,0.0,51.0,1.0
200811,1822.88375,WI,COM,333669.0,9.46,17244.480275,5463.1498580929,ENC,0.0,786.86011901,1,0,11,2008,11,fall,2008-11-01,30,12,0.6,182.10499526976335,0.0,11.0,0.0
200810,1920.59029,WI,COM,335123.0,9.27,17803.8719883,5731.001124960089,ENC,2.1589967096,435.87060974,1,0,10,2008,10,fall,2008-10-01,31,9,0.7096774193548387,184.87100403097062,0.0,0.0,1.0
200809,1967.60702,WI,COM,334980.0,9.69,19066.112023799997,5873.804465938265,ENC,83.498533765,75.375484426,1,0,9,2008,9,fall,2008-09-01,30,9,0.7,195.79348219794215,0.0,0.0,7.0
200808,2133.17533,WI,COM,334277.0,9.68,20649.1371944,6381.460076523363,ENC,174.76069623,23.601010462,1,0,8,2008,8,summer,2008-08-01,31,10,0.6774193548387097,205.85355085559235,0.0,0.0,3.0
200807,2193.79939,WI,COM,334036.0,9.69,21257.9160891,6567.553766659881,ENC,226.46687507,7.4641577507,1,0,7,2008,7,summer,2008-07-01,31,9,0.7096774193548387,211.85657311806068,0.0,0.0,23.0
200806,1968.36402,WI,COM,333163.0,9.66,19014.3964332,5908.11110477454,ENC,174.4934756,28.453056869,1,0,6,2008,6,summer,2008-06-01,30,9,0.7,196.93703682581798,0.0,0.0,9.0
200805,1830.39655,WI,COM,333173.0,9.25,16931.1680875,5493.832183280158,ENC,21.56415186,303.93873669,1,0,5,2008,5,spring,2008-05-01,31,10,0.6774193548387097,177.22039300903734,0.0,0.0,4.0
200804,1812.16353,WI,COM,331933.0,9.32,16889.3640996,5459.4256371014635,ENC,0.1387875261,443.20747018,1,0,4,2008,4,spring,2008-04-01,30,8,0.7333333333333334,181.9808545700488,0.0,13.0,3.0
200803,1968.50596,WI,COM,331657.0,8.86,17440.9628056,5935.366839837543,ENC,0.0,954.28203834,1,0,3,2008,3,spring,2008-03-01,31,10,0.6774193548387097,191.46344644637236,0.0,9.0,3.0
200802,1941.04228,WI,COM,332004.0,8.75,16984.11995,5846.4424525005725,ENC,0.0,1157.3003564,1,0,2,2008,2,winter,2008-02-01,29,9,0.6896551724137931,201.60146387933008,0.0,34.0,0.0
200801,1991.81148,WI,COM,333167.0,8.63,17189.3330724,5978.417670417538,ENC,0.0,1228.0096354,1,0,1,2008,1,winter,2008-01-01,31,10,0.6774193548387097,192.85218291669477,0.0,39.0,1.0
202105,194.0629,WY,RES,278517.0,11.44,2220.079576,696.7721898483755,MTN,126.28809783,222.40903267,0,1,161,2021,5,spring,2021-05-01,31,11,0.6451612903225806,22.476522253173403,0.0,5.384615384615385,4.846153846153846
202104,228.97151,WY,RES,278400.0,11.11,2543.8734760999996,822.4551364942529,MTN,61.532511739,401.65651508,0,1,160,2021,4,spring,2021-04-01,30,8,0.7333333333333334,27.415171216475095,0.0,14.0,5.0
202103,278.44097,WY,RES,278526.0,10.79,3004.3780663,999.6947143175144,MTN,7.3612283046,639.95554216,0,1,159,2021,3,spring,2021-03-01,31,8,0.7419354838709677,32.24821659088756,0.0,10.0,9.0
202102,304.9859,WY,RES,277945.0,10.86,3312.146874,1097.2886722193239,MTN,3.243924712,777.61729502,0,1,158,2021,2,winter,2021-02-01,28,9,0.6785714285714286,39.188881150690136,0.0,38.0,13.0
202101,317.91304,WY,RES,277704.0,10.47,3328.5495288000006,1144.79100048973,MTN,0.042788338648,870.99445291,0,1,157,2021,1,winter,2021-01-01,31,12,0.6129032258064516,36.928741951281616,0.0,16.0,23.0
202012,311.972,WY,RES,280554.0,10.66,3325.6215199999997,1111.9855714051484,MTN,0.0,878.77003529,0,1,156,2020,12,winter,2020-12-01,31,9,0.7096774193548387,35.87050230339189,0.0,11.0,15.0
202011,233.68344,WY,RES,279878.0,11.12,2598.5598527999996,834.9475128448825,MTN,15.607360387,560.78393403,0,1,155,2020,11,fall,2020-11-01,30,11,0.6333333333333333,27.83158376149608,0.0,6.0,20.0
202010,200.10938,WY,RES,280053.0,11.76,2353.2863088,714.5411047194638,MTN,104.78857303,323.10902944,0,1,154,2020,10,fall,2020-10-01,31,10,0.6774193548387097,23.049713055466572,0.0,14.0,16.0
202009,184.19036,WY,RES,279975.0,11.91,2193.7071876,657.8814537012233,MTN,230.8241768,102.6855111,0,1,153,2020,9,fall,2020-09-01,30,9,0.7,21.92938179004078,1.0,7.0,3.0
202008,229.5153,WY,RES,279559.0,11.72,2689.919316,820.9905601322082,MTN,442.28982305,9.0626274288,0,1,152,2020,8,summer,2020-08-01,31,10,0.6774193548387097,26.483566455877686,0.0,0.0,12.0
202007,230.67369,WY,RES,279805.0,11.89,2742.7101741,824.4087489501617,MTN,415.90161144,14.001976814,0,1,151,2020,7,summer,2020-07-01,31,9,0.7096774193548387,26.593830611295537,0.0,0.0,4.0
202006,200.32379,WY,RES,279028.0,11.81,2365.8239599000003,717.9343650099631,MTN,266.13231633,72.909670801,0,1,150,2020,6,summer,2020-06-01,30,8,0.7333333333333334,23.931145500332104,0.0,2.0,24.0
202005,190.73132,WY,RES,278638.0,11.52,2197.2248064,684.5129522893503,MTN,159.88469614,184.22607235,0,1,149,2020,5,spring,2020-05-01,31,11,0.6451612903225806,22.081062977075817,0.0,0.0,5.0
202004,232.60093,WY,RES,279027.0,11.04,2567.9142672,833.6144172427757,MTN,43.372390595,411.99924427,0,1,148,2020,4,spring,2020-04-01,30,8,0.7333333333333334,27.78714724142586,0.0,18.0,6.0
202003,265.77064,WY,RES,278324.0,10.71,2846.4035544000003,954.8965953349334,MTN,8.3106920279,598.36444099,0,1,147,2020,3,spring,2020-03-01,31,9,0.7096774193548387,30.803115978546238,0.0,5.0,7.0
202002,287.42698,WY,RES,278205.0,10.59,3043.8517182,1033.1481461512194,MTN,2.0591568132,761.22665666,0,1,146,2020,2,winter,2020-02-01,29,10,0.6551724137931034,35.625798143145495,0.0,27.0,18.0
202001,305.05025,WY,RES,278114.0,10.49,3199.9771225,1096.8532688034404,MTN,0.0,847.49095253,0,1,145,2020,1,winter,2020-01-01,31,10,0.6774193548387097,35.3823635097884,0.0,12.0,22.0
201912,300.36778,WY,RES,276040.0,10.76,3231.9573127999997,1088.1313577742355,MTN,0.0,869.65302467,0,1,144,2019,12,winter,2019-12-01,31,10,0.6774193548387097,35.10101154110437,0.0,14.0,12.0
